DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Historia	8° ANO	Configurações do mundo no século XIX	Nacionalismo, revoluções e as novas nações europeias	(EF08HI23) Estabelecer relações causais entre as ideologias raciais e o determinismo no contexto do imperialismo europeu e seus impactos na África e na Ásia.				X	Essa competência envolve a criação de algoritmos conceituais para entender essas relações causais e seus impactos.
Historia	8° ANO	Configurações do mundo no século XIX	Uma nova ordem econômica: as demandas do capitalismo industrial e o lugar das economias africanas e asiáticas nas dinâmicas globais	(EF08HI24) Reconhecer os principais produtos, utilizados pelos europeus, procedentes do continente africano durante o imperialismo e analisar os impactos sobre as comunidades locais na forma de organização e exploração econômica.		X	X		Para esta competência, os alunos devem reconhecer os principais produtos africanos usados pelos europeus durante o imperialismo e analisar seus impactos sobre as comunidades locais.
Historia	8° ANO	Configurações do mundo no século XIX	Os Estados Unidos da América e a América Latina no século XIX	(EF08HI25) Caracterizar e contextualizar aspectos das relações entre os Estados Unidos da América e a América Latina no século XIX.		X			Esta competência exige reconhecimento de padrões ao caracterizar as relações entre os Estados Unidos e a América Latina no século XIX, identificando padrões nas interações políticas e econômicas.
Historia	8° ANO	Configurações do mundo no século XIX	O imperialismo europeu e a partilha da África e da Ásia	(EF08HI26) Identificar e contextualizar o protagonismo das populações locais na resistência ao imperialismo na África e Ásia.	X				Essa competência requer decompor as formas de resistência e analisar o papel das populações locais
Historia	8° ANO	Configurações do mundo no século XIX	"Pensamento e cultura no século XIX: darwinismo e racismo
O discurso civilizatório nas Américas, o silenciamento dos saberes indígenas e as formas de integração e destruição de comunidades e povos indígenas
A resistência dos povos e comunidades indígenas diante da ofensiva civilizatória"	(EF08HI27) Identificar as tensões e os significados dos discursos civilizatórios, avaliando seus impactos negativos para os povos indígenas originários e as populações negras nas Américas.		X			Para identificar tensões e significados, é necessário reconhecer padrões nos discursos e seus efeitos adversos.
Historia	9° ANO	O nascimento da República no Brasil e os processos históricos até a metade do século XX	"Experiências republicanas e práticas autoritárias: as tensões e disputas do mundo contemporâneo
A proclamação da República e seus primeiros desdobramentos"	(EF09HI01) Descrever e contextualizar os principais aspectos sociais, culturais, econômicos e políticos da emergência da República no Brasil.	X	X	X		"Nessa competência, é necessário decompor os diversos aspectos da emergência republicana e dos ciclos históricos, reconhecer padrões nessas transformações e abstrair as particularidades locais e regionais.

"
				(EF09HI02) Caracterizar e compreender os ciclos da história republicana, identificando particularidades da história local e regional até 1954.					
Historia	9° ANO	O nascimento da República no Brasil e os processos históricos até a metade do século XX	"A questão da inserção dos negros no período republicano do pós-abolição
Os movimentos sociais e a imprensa negra; a cultura afro-brasileira como elemento de resistência e superação das discriminações"	(EF09HI03) Identificar os mecanismos de inserção dos negros na sociedade brasileira pós-abolição e avaliar os seus resultados.		X	X		Essas competências envolvem reconhecer padrões nos processos de inserção e contribuição da população negra e abstrair a importância desses aspectos na formação da sociedade brasileira, discutindo o impacto econômico, político e social da população negra.
				(EF09HI04) Discutir a importância da participação da população negra na formação econômica, política e social do Brasil.					
Historia	9° ANO	O nascimento da República no Brasil e os processos históricos até a metade do século XX	Primeira República e suas características Contestações e dinâmicas da vida cultural no Brasil entre 1900 e 1930	(EF09HI05) Identificar os processos de urbanização e modernização da sociedade brasileira e avaliar suas contradições e impactos na região em que vive.		X	X		Essa compotência envolve reconhecer padrões nos processos de urbanização e modernização, e abstrair as contradições e impactos específicos dessa transformação na região local, avaliando como esses processos influenciam a realidade regional.
Historia	9° ANO	O nascimento da República no Brasil e os processos históricos até a metade do século XX	"O período varguista e suas contradições
A emergência da vida urbana e a segregação espacial
O trabalhismo e seu protagonismo político"	(EF09HI06) Identificar e discutir o papel do trabalhismo como força política, social e cultural no Brasil, em diferentes escalas (nacional, regional, cidade, comunidade).		X	X		Nesta competência, os alunos utilizam reconhecimento de padrões e abstração para identificar e discutir o papel do trabalhismo no Brasil, analisando sua influência nas esferas política, social e cultural.
Historia	9° ANO	O nascimento da República no Brasil e os processos históricos até a metade do século XX	A questão indígena durante a República (até 1964)	(EF09HI07) Identificar e explicar, em meio a lógicas de inclusão e exclusão, as pautas dos povos indígenas, no contexto republicano (até 1964), e das populações afrodescendentes.		X	X		A competência aborda as pautas dos povos indígenas e das populações afrodescendentes no contexto republicano até 1964. Os alunos devem identificar padrões de inclusão e exclusão ao longo da história, abstraindo as questões principais que moldaram as lutas desses grupos. Isso inclui a análise das dinâmicas sociais, políticas e econômicas que influenciaram suas demandas por direitos e reconhecimento.
Historia	9° ANO	O nascimento da República no Brasil e os processos históricos até a metade do século XX	Anarquismo e protagonismo feminino	(EF09HI08) Identificar as transformações ocorridas no debate sobre as questões da diversidade no Brasil durante o século XX e compreender o significado das mudanças de abordagem em relação ao tema.		X	X		Os alunos precisam empregar reconhecimento de padrões e abstração para identificar as transformações no debate sobre diversidade no Brasil durante o século XX e relacionar essas mudanças à atuação dos movimentos sociais na conquista de direitos.
				(EF09HI09) Relacionar as conquistas de direitos políticos, sociais e civis à atuação de movimentos sociais.					
Historia	9° ANO	Totalitarismos e conflitos mundiais	"O mundo em conflito: a Primeira Guerra Mundial
A questão da Palestina
A Revolução Russa
A crise capitalista de 1929"	(EF09HI10) Identificar e relacionar as dinâmicas do capitalismo e suas crises, os grandes conflitos mundiais e os conflitos vivenciados na Europa.		X	X		As competências exigem reconhecimento de padrões e abstração para identificar e analisar as dinâmicas do capitalismo, as crises mundiais, os grandes conflitos e os desdobramentos da Revolução Russa, assim como a crise capitalista de 1929.
				(EF09HI11) Identificar as especificidades e os desdobramentos mundiais da Revolução Russa e seu significado histórico.					
				(EF09HI12) Analisar a crise capitalista de 1929 e seus desdobramentos em relação à economia global.					
Historia	9° ANO	Totalitarismos e conflitos mundiais	"A emergência do fascismo e do nazismo
A Segunda Guerra Mundial
Judeus e outras vítimas do holocausto"	(EF09HI13) Descrever e contextualizar os processos da emergência do fascismo e do nazismo, a consolidação dos estados totalitários e as práticas de extermínio (como o holocausto).	X				Nesta competência, os alunos usam a decomposição para descrever e contextualizar o surgimento do fascismo e do nazismo, a consolidação dos estados totalitários e as práticas de extermínio, como o holocausto.
